ticker,snapshot_date,close,return_1d,return_1w,return_1m,momentum_1w,momentum_1m,momentum_3m,momentum_6m,volatility_30d,volatility_90d,drawdown,distance_52w_high,distance_52w_low,volume_change,pe_ratio,forward_pe,ev_ebitda,price_to_sales,fcf_yield,revenue_growth_yoy,eps_growth_yoy,ebitda_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,debt_to_equity,net_debt_ebitda,current_ratio,earnings_surprise,earnings_sentiment,sector_relative_pe,sector_relative_growth,sector_relative_roic,analyst_signal,news_sentiment,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime,valuation_score,growth_score,quality_score,financial_health_score,momentum_score,earnings_score,baseline_investment_score
GOOGL,2026-03-02,255.140000,-0.002310,0.008420,0.052430,0.008420,0.052430,-0.127250,-0.040720,0.255640,0.290110,-0.150950,-0.150950,0.116000,-0.352800,25.400000,21.530000,18.110000,6.940000,0.033270,0.146000,0.209700,0.166900,0.590400,0.321800,0.293000,0.307400,0.207300,0.264700,0.090500,0.126000,1.874000,0.013700,0.497000,0.768000,-0.021600,-0.002400,3.870000,-0.266000,-0.094200,-0.042300,0.000500,4.250000,2.700000,neutral,0.811100,0.650000,0.416700,0.900000,0.538900,0.472200,0.638600
AMZN,2026-03-02,246.760000,0.008580,0.008050,0.073850,0.008050,0.073850,-0.075840,-0.088440,0.290130,0.292300,-0.185580,-0.185580,0.132600,0.194200,41.670000,35.030000,18.510000,3.590000,0.016140,0.100300,0.128800,0.120000,0.483900,0.104700,0.091700,0.200300,0.085700,0.138700,0.520100,1.036000,1.024000,-0.022400,0.383000,0.530000,0.045900,0.030900,3.800000,0.108000,-0.010400,-0.008400,-0.099500,4.250000,2.700000,neutral,0.466700,0.238900,0.222200,0.266700,0.633300,0.294400,0.350000
TSLA,2026-03-02,914.920000,-0.001260,0.052830,0.262760,0.052830,0.262760,0.261120,0.226830,0.445860,0.590030,-0.022930,-0.022930,1.868000,-0.069400,122.520000,90.050000,71.150000,13.120000,0.002580,0.008500,0.011200,0.010200,0.174900,0.071300,0.070500,0.100100,0.060800,0.076900,0.173300,1.581000,1.940000,-0.022600,0.339000,1.470000,-0.045900,-0.030900,4.490000,-0.061000,0.036700,0.023800,-0.001500,4.250000,2.700000,risk-off,0.044400,0,0,0.777800,0.866700,0.144400,0.270000
JPM,2026-03-02,247.640000,0.014710,-0.022810,-0.006380,-0.022810,-0.006380,-0.087880,-0.199970,0.221870,0.243640,-0.207880,-0.207880,0.025550,0.005700,12.960000,14.490000,11.600000,3.780000,0.050130,0.107000,0.130200,0.122700,0.604400,0.400400,0.315100,0.164900,0.013100,0.108800,1.255400,1.103000,1.083000,-0.049000,0.359000,0.593000,0.000400,-0.158800,3.290000,-0.277000,0.048200,0.012400,-0.037700,4.250000,2.700000,neutral,0.977800,0.355600,0.288900,0.144400,0.438900,0.038900,0.415800
V,2026-03-02,391.110000,-0.008420,-0.011450,-0.005210,-0.011450,-0.005210,-0.020360,-0.049600,0.176700,0.171150,-0.073950,-0.073950,0.170250,-0.188000,28.580000,25.620000,21.960000,17.160000,0.029220,0.106100,0.140600,0.123800,0.808000,0.666800,0.569000,0.519900,0.213100,0.426500,0.511900,1.081000,1.302000,0.121800,0.987000,1.407000,-0.000500,0.158900,4.710000,0.516000,-0.007200,0.032100,-0.048400,4.250000,2.700000,risk-on,0.533300,0.405600,0.866700,0.444400,0.766700,1,0.642800
NFLX,2026-03-02,1371.990000,-0.006080,-0.068750,-0.136720,-0.068750,-0.136720,-0.202370,-0.145110,0.293370,0.335400,-0.300950,-0.300950,0.418330,-0.318300,45.480000,32.090000,31.140000,10.470000,0.017790,0.146800,0.219800,0.164900,0.460600,0.259300,0.216800,0.355000,0.138900,0.237300,0.710100,2.172000,1.216000,0.084600,0.771000,1.380000,-0.020800,-0.029800,4.810000,0.319000,0.054500,-0.042900,0.101500,4.250000,2.700000,neutral,0.266700,0.716700,0.322200,0.255600,0.227800,0.850000,0.418600
AAPL,2026-03-09,245.160000,0.001230,0.042390,0.151960,0.042390,0.151960,0.025560,-0.220300,0.246730,0.249170,-0.243290,-0.243290,0.151960,-0.066300,32.980000,28.350000,26.110000,8.360000,0.030430,0.059700,0.076900,0.068700,0.454500,0.312500,0.232500,1.548300,0.252700,0.576800,1.809200,4.545000,0.858000,0.042100,0.654000,0.822000,-0.245800,0.037100,4.530000,0.255000,0.048300,-0.000600,0.012000,4.460000,2.810000,neutral,0.533300,0.111100,0.650000,0,0.744400,0.566700,0.427200
MSFT,2026-03-09,460.160000,0.001070,-0.018830,-0.031410,-0.018830,-0.031410,-0.118670,-0.226830,0.202720,0.217120,-0.245420,-0.245420,0.020490,-0.274700,36.640000,28.840000,23.610000,12.810000,0.020400,0.142800,0.187700,0.167600,0.686500,0.438800,0.347300,0.344600,0.182100,0.279000,0.327800,0.668000,1.326000,0.045200,0.688000,0.861000,-0.162700,-0.260700,4.020000,0.099000,0.012700,0.035600,0.015700,4.460000,2.810000,neutral,0.422200,0.666700,0.594400,0.522200,0.294400,0.538900,0.513100
NVDA,2026-03-09,87.860000,0.014080,-0.018100,0.115820,-0.018100,0.115820,-0.018980,-0.342320,0.526250,0.483820,-0.535990,-0.535990,0.182030,0.143400,54.650000,33.540000,43.150000,27.220000,0.020410,0.714000,1.064800,0.823600,0.742100,0.608500,0.545600,0.891800,0.646100,0.763400,0.125500,0.392000,4.142000,0.058700,0.579000,1.318000,0.408500,0.223700,4.190000,0.377000,-0.023200,0.029500,-0.041300,4.460000,2.810000,risk-off,0.155600,1,0.905600,0.922200,0.522200,0.638900,0.692800
META,2026-03-09,715.530000,-0.007930,0.065010,0.051760,0.065010,0.051760,-0.173830,-0.348880,0.383690,0.377390,-0.387460,-0.387460,0.069920,-0.275000,27.290000,22.360000,18.460000,9.530000,0.035680,0.226200,0.265900,0.253400,0.802100,0.419000,0.365900,0.361500,0.228100,0.300200,0.262100,0.397000,2.972000,-0.039500,0.362000,0.852000,0.053600,0.031000,3.220000,-0.312000,0.013900,-0.025700,0.013000,4.460000,2.810000,risk-off,0.788900,0.888900,0.711100,0.733300,0.211100,0,0.619400
GOOGL,2026-03-09,255.520000,-0.000940,0.001490,0.056960,0.001490,0.056960,-0.098380,-0.075310,0.250340,0.292630,-0.149680,-0.149680,0.097880,-0.193100,23.950000,21.010000,17.090000,6.310000,0.034280,0.137400,0.180800,0.160700,0.586600,0.327100,0.292000,0.307500,0.212400,0.269900,0.092700,0.126000,1.876000,0.025300,0.600000,0.768000,-0.035200,0.000700,4.400000,-0.421000,-0.010500,0.005100,0.003200,4.460000,2.810000,neutral,0.811100,0.588900,0.416700,0.900000,0.561100,0.344400,0.616900
AMZN,2026-03-09,242.930000,-0.004100,-0.015520,0.049510,-0.015520,0.049510,-0.060090,-0.149460,0.289510,0.296270,-0.198220,-0.198220,0.115020,0.048000,43.600000,31.250000,20.270000,3.390000,0.017720,0.105700,0.137100,0.120400,0.480000,0.105200,0.091500,0.200200,0.085700,0.137900,0.530500,1.032000,1.033000,0.025600,0.618000,0.530000,0.048400,0.028900,3.980000,-0.345000,0.006500,0.017000,0.030400,4.460000,2.810000,neutral,0.466700,0.355600,0.222200,0.266700,0.538900,0.344400,0.364200
TSLA,2026-03-09,901.990000,-0.045980,-0.014130,0.082540,-0.014130,0.082540,0.323960,0.287660,0.444500,0.576460,-0.045980,-0.045980,1.321900,-0.152900,110.870000,89.410000,61.990000,13.380000,0.002890,0.009000,0.011400,0.009900,0.175900,0.072700,0.071400,0.100400,0.061600,0.080200,0.173600,1.580000,1.965000,0.069700,0.743000,1.470000,-0.048300,-0.028800,4.420000,0.306000,0.013000,0.042000,0.018900,4.460000,2.810000,risk-off,0.044400,0,0,0.777800,0.811100,0.833300,0.330600
JPM,2026-03-09,247.200000,0.013450,-0.001780,0.011870,-0.001780,0.011870,-0.066610,-0.186900,0.243660,0.249050,-0.209290,-0.209290,0.023730,0.015200,12.370000,14.550000,11.530000,3.880000,0.050300,0.099200,0.130600,0.117300,0.606400,0.397500,0.316400,0.166300,0.013500,0.107100,1.258000,1.103000,1.080000,0.083800,0.856000,0.593000,-0.002300,-0.157900,4.150000,0.129000,0.018000,-0.031400,-0.007100,4.460000,2.810000,neutral,0.977800,0.238900,0.288900,0.144400,0.466700,0.972200,0.490000
V,2026-03-09,395.740000,0.007280,0.011840,0.006640,0.011840,0.006640,-0.020490,-0.013240,0.192200,0.175460,-0.062980,-0.062980,0.182870,0.005300,30.650000,28.150000,22.640000,16.950000,0.029640,0.103700,0.145900,0.122500,0.809300,0.672100,0.551900,0.516300,0.213000,0.422900,0.526600,1.079000,1.330000,-0.009800,0.565000,1.407000,0.002300,0.157900,4.520000,-0.277000,0.006900,0.001400,0.009900,4.460000,2.810000,risk-on,0.533300,0.405600,0.866700,0.477800,0.661100,0.111100,0.543100
NFLX,2026-03-09,1359.570000,-0.015800,-0.009050,-0.106840,-0.009050,-0.106840,-0.189380,-0.180440,0.351120,0.346730,-0.307280,-0.307280,0.309860,-0.289600,44.190000,34.430000,33.200000,9.880000,0.017140,0.154200,0.197600,0.167600,0.454900,0.260700,0.216100,0.350700,0.138800,0.237400,0.721600,2.162000,1.184000,0.045600,0.715000,1.380000,-0.018400,-0.031800,4.270000,0.050000,0.017900,0.083600,0.021900,4.460000,2.810000,neutral,0.266700,0.744400,0.344400,0.255600,0.188900,0.650000,0.402800
AAPL,2026-03-16,252.700000,0.004930,0.030760,0.098170,0.030760,0.098170,0.024070,-0.216430,0.229290,0.239640,-0.220010,-0.220010,0.187390,0.024400,33.950000,30.400000,24.310000,9.110000,0.029250,0.057100,0.078400,0.069400,0.457800,0.307200,0.229900,1.507300,0.249700,0.579300,1.827700,4.544000,0.861000,-0.024100,0.419000,0.822000,-0.260500,0.037000,4.030000,-0.151000,-0.024400,-0.006700,-0.015100,4.360000,2.680000,neutral,0.533300,0.111100,0.672200,0,0.705600,0.427800,0.411900
MSFT,2026-03-16,453.890000,-0.005890,-0.013630,-0.041920,-0.013630,-0.041920,-0.121420,-0.236080,0.199320,0.222660,-0.255700,-0.255700,0.006590,-0.204900,36.260000,28.940000,22.130000,12.580000,0.018840,0.153900,0.190800,0.166200,0.686400,0.442700,0.353600,0.350400,0.181400,0.273300,0.325200,0.664000,1.299000,-0.081400,0.107000,0.861000,-0.163700,-0.269000,3.190000,-0.335000,-0.010900,0.066200,-0.010200,4.360000,2.680000,risk-on,0.422200,0.650000,0.594400,0.522200,0.361100,0,0.465800
NVDA,2026-03-16,95.440000,0.032010,0.086270,0.130940,0.086270,0.130940,0.051680,-0.284180,0.511480,0.496720,-0.495960,-0.495960,0.284000,0.127500,50.170000,35.110000,46.500000,25.170000,0.021720,0.741700,1.024300,0.899300,0.743700,0.618600,0.556200,0.890800,0.628600,0.774300,0.128900,0.385000,4.125000,0.012800,0.586000,1.318000,0.424100,0.232000,3.880000,0.169000,0.024200,-0.014200,0.037100,4.360000,2.680000,risk-off,0.155600,1,0.905600,0.922200,0.588900,0.655600,0.704400
META,2026-03-16,733.440000,0.012830,0.025030,0.048120,0.025030,0.048120,-0.152780,-0.290110,0.352160,0.373500,-0.372130,-0.372130,0.096700,-0.192700,28.040000,24.350000,17.250000,8.320000,0.037750,0.210500,0.272900,0.247900,0.806400,0.415300,0.371300,0.366300,0.228400,0.302900,0.267000,0.397000,2.905000,-0.052300,0.299000,0.852000,0.041500,0.035100,4.120000,-0.296000,-0.021900,-0.044300,0.049900,4.360000,2.680000,neutral,0.788900,0.888900,0.733300,0.733300,0.266700,0.233300,0.655600
GOOGL,2026-03-16,253.230000,-0.024240,-0.008960,0.003570,-0.008960,0.003570,-0.133780,-0.102470,0.230990,0.288850,-0.157300,-0.157300,0.088040,0.151200,24.650000,20.430000,17.890000,6.590000,0.033810,0.144200,0.192900,0.177200,0.583100,0.323300,0.295300,0.311000,0.208200,0.267100,0.092600,0.125000,1.888000,-0.049400,0.248000,0.768000,-0.024800,-0.000700,2.980000,-0.046000,-0.014900,0.068300,0.125500,4.360000,2.680000,neutral,0.811100,0.644400,0.416700,0.900000,0.466700,0.183300,0.597800
AMZN,2026-03-16,238.950000,0.001890,-0.016380,-0.018360,-0.016380,-0.018360,-0.052420,-0.157590,0.238690,0.297250,-0.211360,-0.211360,0.096750,0.179700,42.410000,32.390000,17.780000,3.480000,0.017190,0.108800,0.134000,0.117200,0.484000,0.107000,0.091200,0.202400,0.084700,0.140300,0.518500,1.029000,1.041000,0.020100,0.680000,0.530000,0.050200,0.030100,4.100000,0.655000,0.011800,-0.011000,0.057500,4.360000,2.680000,neutral,0.466700,0.350000,0.222200,0.305600,0.511100,0.750000,0.405300
TSLA,2026-03-16,873.190000,-0.033710,-0.031930,0.011660,-0.031930,0.011660,0.212930,0.305040,0.480760,0.568960,-0.076440,-0.076440,0.828820,-0.064300,120.080000,96.070000,70.420000,13.430000,0.002820,0.008500,0.011500,0.009500,0.177400,0.071100,0.071800,0.101300,0.060500,0.080200,0.175100,1.580000,1.985000,0.108400,0.973000,1.470000,-0.050100,-0.030100,4.490000,0.622000,-0.009500,-0.024400,0.002700,4.360000,2.680000,risk-off,0.044400,0,0,0.777800,0.783300,1,0.343100
JPM,2026-03-16,244.540000,0.007000,-0.010760,-0.033170,-0.010760,-0.033170,-0.115650,-0.190240,0.211560,0.242830,-0.217800,-0.217800,0.012710,0.003300,13.020000,12.790000,10.860000,3.640000,0.050170,0.102400,0.127600,0.119500,0.600400,0.405700,0.316900,0.165800,0.013400,0.108300,1.231900,1.100000,1.084000,-0.019700,0.387000,0.593000,-0.001700,-0.160800,3.560000,0.278000,-0.014000,0.019400,0.029700,4.360000,2.680000,neutral,0.977800,0.244400,0.288900,0.144400,0.466700,0.322200,0.426100
V,2026-03-16,401.210000,0.006830,0.013820,0.007380,0.013820,0.007380,-0.042500,0.013720,0.169940,0.165070,-0.050030,-0.050030,0.138310,0.227500,30.410000,26.440000,22.800000,17.300000,0.031500,0.105900,0.158400,0.126300,0.804200,0.668100,0.553000,0.517500,0.207400,0.430000,0.521700,1.076000,1.321000,0.101100,0.909000,1.407000,0.001800,0.160900,4.370000,0.333000,0.033400,0.049900,0.076000,4.360000,2.680000,risk-on,0.533300,0.405600,0.844400,0.438900,0.744400,0.888900,0.623100
NFLX,2026-03-16,1298.710000,0.015060,-0.044760,-0.159030,-0.044760,-0.159030,-0.263380,-0.236720,0.342340,0.351520,-0.338290,-0.338290,0.208810,-0.216100,43.340000,35.560000,30.830000,10.100000,0.017820,0.152200,0.195200,0.177900,0.456200,0.265300,0.215800,0.353500,0.137400,0.233500,0.717200,2.157000,1.238000,0.001900,0.666000,1.380000,-0.016800,-0.034300,4.060000,-0.361000,-0.008300,0.068300,0.020800,4.360000,2.680000,neutral,0.266700,0.705600,0.322200,0.255600,0.105600,0.538900,0.366900
AAPL,2026-03-23,239.810000,0.005870,-0.051010,0.018340,-0.051010,0.018340,-0.042640,-0.243100,0.217250,0.243430,-0.259800,-0.259800,0.126820,0.287100,33.320000,30.730000,24.410000,8.460000,0.029860,0.057900,0.073700,0.067600,0.458600,0.311800,0.234300,1.546600,0.254100,0.572800,1.862600,4.538000,0.843000,0.026100,0.622000,0.822000,-0.264200,0.032600,4.440000,-0.155000,0.003800,0.004300,-0.043500,4.380000,2.600000,neutral,0.533300,0.111100,0.650000,0,0.494400,0.483300,0.381400
MSFT,2026-03-23,471.810000,0.009590,0.039480,0.022250,0.039480,0.022250,-0.114470,-0.198310,0.215200,0.217460,-0.226310,-0.226310,0.046330,-0.070600,37.990000,30.810000,21.490000,12.470000,0.020600,0.144600,0.186300,0.182700,0.694300,0.437600,0.354600,0.349300,0.178100,0.273300,0.331400,0.664000,1.342000,0.105300,0.898000,0.861000,-0.177500,-0.266900,4.690000,-0.062000,0.037900,0.003300,-0.056200,4.380000,2.600000,neutral,0.422200,0.611100,0.594400,0.555600,0.438900,0.961100,0.570800
NVDA,2026-03-23,95.490000,0.020410,0.000520,0.198270,0.000520,0.198270,-0.022020,-0.319920,0.457720,0.471810,-0.495700,-0.495700,0.284680,-0.138100,53.020000,32.630000,41.710000,25.640000,0.025300,0.763900,0.963400,0.843800,0.739000,0.613800,0.550500,0.891500,0.651900,0.774600,0.129800,0.378000,4.147000,0.094400,0.929000,1.318000,0.441800,0.234400,3.960000,0.451000,-0.009200,0.011400,-0.010300,4.380000,2.600000,risk-off,0.155600,1,0.905600,0.922200,0.561100,0.927800,0.727500
META,2026-03-23,726.570000,0.020890,-0.009370,0.042890,-0.009370,0.042890,-0.130640,-0.306080,0.308710,0.369200,-0.378010,-0.378010,0.086430,0.180800,27.840000,22.900000,16.380000,8.650000,0.038200,0.211500,0.286200,0.245500,0.814600,0.414600,0.371100,0.359300,0.230200,0.294900,0.266100,0.396000,2.852000,0.011500,0.533000,0.852000,0.037100,0.027100,3.970000,0,-0.002100,0.036200,0.030000,4.380000,2.600000,neutral,0.788900,0.888900,0.705600,0.733300,0.338900,0.183300,0.655800
GOOGL,2026-03-23,259.130000,0.000270,0.023300,0.018830,0.023300,0.018830,-0.085640,-0.073610,0.179180,0.277250,-0.137670,-0.137670,0.113390,-0.028300,25.110000,21.260000,16.350000,6.500000,0.034420,0.152400,0.211100,0.171800,0.586800,0.327600,0.292600,0.317900,0.207500,0.266300,0.092100,0.125000,1.866000,0.038900,0.567000,0.768000,-0.022000,-0.001500,4.540000,0.263000,0.003900,-0.027100,-0.033800,4.380000,2.600000,risk-on,0.811100,0.661100,0.416700,0.900000,0.633300,0.461100,0.653900
AMZN,2026-03-23,235.030000,0.004100,-0.016410,-0.039010,-0.016410,-0.039010,-0.075380,-0.127030,0.173210,0.286000,-0.224300,-0.224300,0.078760,-0.009500,44.860000,31.810000,18.240000,3.660000,0.015970,0.111200,0.141500,0.125500,0.490800,0.107100,0.090900,0.204800,0.088800,0.140300,0.531100,1.026000,1.039000,0.054900,0.852000,0.530000,0.051100,0.030400,3.770000,0.315000,-0.005000,0.029400,0.080800,4.380000,2.600000,risk-on,0.466700,0.394400,0.222200,0.266700,0.550000,0.733300,0.412500
TSLA,2026-03-23,883.860000,0.015700,0.012220,-0.023410,0.012220,-0.023410,0.214680,0.249170,0.416020,0.559030,-0.065150,-0.065150,0.782300,-0.154100,118.530000,92.490000,70.800000,12.650000,0.002930,0.009100,0.010700,0.009700,0.176600,0.071500,0.071400,0.102900,0.061500,0.079600,0.176400,1.580000,2.055000,0.063100,0.794000,1.470000,-0.051000,-0.030300,4.020000,0.483000,-0.004800,-0.040000,0.028500,4.380000,2.600000,risk-off,0.044400,0,0,0.777800,0.700000,0.683300,0.298900
JPM,2026-03-23,245.820000,0.002240,0.005230,-0.040960,0.005230,-0.040960,-0.086340,-0.175650,0.197140,0.236630,-0.213700,-0.213700,0.018010,-0.129800,12.700000,15.310000,10.410000,3.820000,0.055490,0.104500,0.129200,0.122000,0.602100,0.395600,0.320100,0.166600,0.013900,0.110200,1.247000,1.097000,1.081000,0.010400,0.533000,0.593000,0.001900,-0.155000,4.200000,-0.215000,0.023200,0.009500,-0.000900,4.380000,2.600000,risk-on,0.977800,0.283300,0.288900,0.144400,0.383300,0.150000,0.404200
V,2026-03-23,396.810000,0.001990,-0.010970,-0.013920,-0.010970,-0.013920,-0.028020,0.017640,0.159220,0.165830,-0.060450,-0.060450,0.123820,0.086500,31.730000,27.280000,22.500000,16.620000,0.028750,0.100800,0.151000,0.118200,0.804200,0.673600,0.555300,0.508800,0.208200,0.420300,0.515200,1.076000,1.290000,-0.060700,0.267000,1.407000,-0.001800,0.155100,3.600000,-0.075000,0.029500,-0.023600,-0.052700,4.380000,2.600000,risk-on,0.533300,0.322200,0.844400,0.444400,0.755600,0,0.520000
NFLX,2026-03-23,1340.220000,0.017110,0.031960,-0.097300,0.031960,-0.097300,-0.288280,-0.184100,0.341680,0.345860,-0.317140,-0.317140,0.204170,0.076300,40.870000,36.910000,30.360000,10.190000,0.020510,0.159300,0.202600,0.190700,0.461100,0.264400,0.217800,0.359600,0.138600,0.242200,0.704700,2.147000,1.194000,0.012800,0.534000,1.380000,-0.015100,-0.025600,4.240000,-0.068000,0.008100,0.024700,0.048800,4.380000,2.600000,neutral,0.266700,0.727800,0.372200,0.255600,0.144400,0.416700,0.375000
AAPL,2026-03-30,235.680000,-0.010000,-0.017220,-0.006280,-0.017220,-0.006280,-0.023820,-0.232690,0.236890,0.240010,-0.272550,-0.272550,0.107410,0.380700,34.580000,30.060000,22.480000,8.430000,0.030160,0.060000,0.076300,0.067900,0.461300,0.314100,0.236400,1.559800,0.248600,0.569800,1.828300,4.530000,0.871000,-0.015300,0.411000,0.822000,-0.254600,0.025100,4.030000,0.063000,0.012200,-0.003500,-0.031400,4.280000,2.600000,neutral,0.533300,0.111100,0.672200,0,0.533300,0.222200,0.365600
MSFT,2026-03-30,450.850000,-0.002480,-0.044420,-0.033360,-0.044420,-0.033360,-0.179500,-0.218440,0.204500,0.205430,-0.260680,-0.260680,0,-0.059700,35.260000,30.090000,23.120000,12.630000,0.021140,0.150500,0.193400,0.163600,0.686700,0.436300,0.354200,0.354400,0.181400,0.279200,0.328400,0.661000,1.346000,0.063000,0.812000,0.861000,-0.164100,-0.265500,4.710000,0.282000,-0.017100,0.004100,-0.019000,4.280000,2.600000,neutral,0.422200,0.555600,0.622200,0.555600,0.372200,0.833300,0.542500
NVDA,2026-03-30,103.440000,0.059510,0.083250,0.117300,0.083250,0.117300,-0.022030,-0.198330,0.417860,0.482990,-0.441080,-0.441080,0.391630,0.116300,52.870000,33.710000,43.800000,25.770000,0.023370,0.733200,1.032500,0.872600,0.747600,0.613200,0.564300,0.907800,0.641200,0.785100,0.129700,0.377000,4.107000,0.126700,1,1.318000,0.418600,0.240400,4.430000,0.031000,-0.006900,-0.035400,0.023900,4.280000,2.600000,risk-off,0.155600,1,0.905600,0.922200,0.716700,0.972200,0.755300
META,2026-03-30,684.310000,-0.022600,-0.058160,0.001950,-0.058160,0.001950,-0.179710,-0.314300,0.305390,0.377190,-0.414190,-0.414190,0.023240,-0.361700,26.790000,23.110000,17.560000,9.310000,0.040170,0.216600,0.269400,0.254400,0.806500,0.423100,0.371900,0.366100,0.228800,0.293600,0.261100,0.393000,2.999000,-0.047900,0.278000,0.852000,0.043100,0.026200,3.440000,-0.212000,0.014900,0.036100,0.034000,4.280000,2.600000,neutral,0.788900,0.888900,0.733300,0.733300,0.255600,0.044400,0.635000
GOOGL,2026-03-30,257.250000,0.010170,-0.007260,0.005940,-0.007260,0.005940,-0.073270,-0.019070,0.176320,0.262500,-0.143930,-0.143930,0.105310,0.359300,26.220000,22.600000,17.690000,6.670000,0.032140,0.150800,0.201000,0.167700,0.584900,0.329100,0.290800,0.318900,0.210500,0.270900,0.094300,0.125000,1.875000,0.122400,0.984000,0.768000,-0.022700,0.003500,4.380000,0.669000,0.032700,0.000800,0.016600,4.280000,2.600000,risk-on,0.811100,0.683300,0.416700,0.900000,0.716700,0.861100,0.710800
AMZN,2026-03-30,221.220000,0.003400,-0.058760,-0.095810,-0.058760,-0.095810,-0.152740,-0.165550,0.217560,0.292740,-0.269880,-0.269880,0.015380,0.065000,43.190000,33.010000,19.370000,3.630000,0.017080,0.108500,0.139700,0.124300,0.482400,0.109600,0.091300,0.204100,0.086500,0.138100,0.532800,1.025000,1.050000,-0.052600,0.295000,0.530000,0.050000,0.029500,4,0.058000,0.008000,0.054100,-0.028200,4.280000,2.600000,neutral,0.466700,0.372200,0.222200,0.266700,0.433300,0.066700,0.323900
TSLA,2026-03-30,827.350000,0.025460,-0.063940,-0.096850,-0.063940,-0.096850,0.237450,0.250170,0.508050,0.542310,-0.124920,-0.124920,0.668350,0.351000,127.410000,90.550000,75.390000,13.130000,0.002720,0.008500,0.012700,0.010900,0.176800,0.073000,0.074300,0.102100,0.060600,0.079200,0.177000,1.580000,2.008000,0.059200,0.714000,1.470000,-0.050000,-0.029400,4.200000,0.105000,-0.061300,-0.020100,-0.033200,4.280000,2.600000,risk-off,0.044400,0,0,0.777800,0.600000,0.600000,0.275600
JPM,2026-03-30,231.940000,-0.006980,-0.056460,-0.049620,-0.056460,-0.049620,-0.159450,-0.216550,0.200210,0.228220,-0.258100,-0.258100,0,-0.213200,12.800000,13.580000,11.240000,3.990000,0.051960,0.109100,0.129300,0.121400,0.593400,0.397000,0.317800,0.165800,0.013400,0.106900,1.265700,1.094000,1.073000,0.045100,0.777000,0.593000,0.001300,-0.156900,3.810000,0.020000,0.029400,0.076200,0.020700,4.280000,2.600000,neutral,0.977800,0.316700,0.288900,0.144400,0.427800,0.494400,0.451900
